,date,sales,state,customer
3573,2018-03-07,3750.0,WI,Customer 677
3354,2018-03-07,1067.3999999999999,NC,Customer 633
4262,2018-03-07,370.65000000000003,other,
4261,2018-03-07,3750.0,other,
4260,2018-03-07,180.0,other,
4233,2018-03-08,3750.0,NJ,Customer 794
4234,2018-03-08,-562.5,NJ,Customer 794
4235,2018-03-08,419.54999999999995,NJ,Customer 794
2216,2018-03-09,3750.0,MA,Customer 432
2217,2018-03-09,951.0,MA,Customer 432
2218,2018-03-09,4050.0,MA,Customer 432
2219,2018-03-09,-1170.0,MA,Customer 432
4317,2018-03-09,-890.55,RI,Customer 802
2151,2018-03-09,-267.15,NY,Customer 425
2150,2018-03-09,-1170.0,NY,Customer 425
2149,2018-03-09,4050.0,NY,Customer 425
2148,2018-03-09,1021.9499999999999,NY,Customer 425
2147,2018-03-09,3750.0,NY,Customer 425
2114,2018-03-09,3092.4,ID,Customer 419
2113,2018-03-09,8100.0,ID,Customer 419
2112,2018-03-09,15000.0,ID,Customer 419
680,2018-03-12,579.9,NV,Customer 131
583,2018-03-12,3750.0,other,
582,2018-03-12,292.5,other,
3159,2018-03-12,292.5,NJ,Customer 598
679,2018-03-12,3000.0,NV,Customer 131
2966,2018-03-12,637.1999999999999,TX,Customer 570
4250,2018-03-12,370.65000000000003,FL,Customer 796
3158,2018-03-12,3750.0,NJ,Customer 598
4251,2018-03-12,3750.0,FL,Customer 796
2967,2018-03-12,7500.0,TX,Customer 570
1405,2018-03-13,0.0,NC,Customer 269
1802,2018-03-13,3750.0,AZ,Customer 370
1801,2018-03-13,16200.0,AZ,Customer 370
1800,2018-03-13,2089.5,AZ,Customer 370
1404,2018-03-13,0.0,NC,Customer 269
358,2018-03-14,373.95,MB,Customer 71
359,2018-03-14,3750.0,MB,Customer 71
360,2018-03-14,-562.5,MB,Customer 71
1021,2018-03-14,-1800.0,KY,Customer 184
1022,2018-03-14,18000.0,KY,Customer 184
1023,2018-03-14,1382.3999999999999,KY,Customer 184
906,2018-03-15,3750.0,other,
905,2018-03-15,397.34999999999997,other,
2921,2018-03-15,-562.5,CA,Customer 561
3382,2018-03-15,326.25,OH,Customer 637
3383,2018-03-15,3750.0,OH,Customer 637
907,2018-03-15,-562.5,other,
4107,2018-03-15,318.59999999999997,VT,Customer 759
4108,2018-03-15,3750.0,VT,Customer 759
2920,2018-03-15,3750.0,CA,Customer 561
2919,2018-03-15,512.7,CA,Customer 561
183,2018-03-16,3750.0,PA,Customer 42
184,2018-03-16,304.8,PA,Customer 42
2641,2018-03-16,-1215.9,MT,Customer 506
2318,2018-03-19,6150.0,IN,Customer 454
4087,2018-03-19,3075.0,GA,Customer 754
4086,2018-03-19,3225.0,GA,Customer 754
2429,2018-03-19,7344.599999999999,HI,Customer 473
2428,2018-03-19,15000.0,HI,Customer 473
2320,2018-03-19,6000.0,IN,Customer 454
3897,2018-03-19,3075.0,CA,Customer 727
3896,2018-03-19,1539.4499999999998,CA,Customer 727
3895,2018-03-19,3225.0,CA,Customer 727
3894,2018-03-19,3000.0,CA,Customer 727
4089,2018-03-19,1766.7,GA,Customer 754
2319,2018-03-19,754.2,IN,Customer 454
4085,2018-03-19,-2745.0,GA,Customer 754
4088,2018-03-19,12000.0,GA,Customer 754
3718,2018-03-20,-375.0,CA,Customer 699
4224,2018-03-20,3750.0,FL,Customer 793
4222,2018-03-20,388.05,FL,Customer 793
4223,2018-03-20,-562.5,FL,Customer 793
3717,2018-03-20,3750.0,CA,Customer 699
3716,2018-03-20,490.05,CA,Customer 699
2642,2018-03-20,1062.9,MT,Customer 506
1108,2018-03-20,750.0,MD,Customer 202
2643,2018-03-20,7500.0,MT,Customer 506
1109,2018-03-20,152.4,MD,Customer 202
1261,2018-03-21,66.0,other,Customer 235
3971,2018-03-21,6450.0,FL,Customer 741
1986,2018-03-21,3225.0,CA,Customer 404
1987,2018-03-21,592.5,CA,Customer 404
1988,2018-03-21,-322.5,CA,Customer 404
1264,2018-03-21,1447.65,other,Customer 235
969,2018-03-21,382.04999999999995,NH,Customer 174
968,2018-03-21,-562.5,NH,Customer 174
1263,2018-03-21,-104.10000000000001,other,Customer 235
1434,2018-03-21,3750.0,NY,Customer 281
1435,2018-03-21,4050.0,NY,Customer 281
1436,2018-03-21,-1170.0,NY,Customer 281
1437,2018-03-21,605.4,NY,Customer 281
1783,2018-03-21,-562.5,CA,Customer 365
1784,2018-03-21,3750.0,CA,Customer 365
1785,2018-03-21,550.0500000000001,CA,Customer 365
3970,2018-03-21,676.8,FL,Customer 741
1262,2018-03-21,750.0,other,Customer 235
967,2018-03-21,3750.0,NH,Customer 174
1989,2018-03-22,0.0,CA,Customer 404
633,2018-03-22,-1170.0,ID,Customer 128
848,2018-03-22,3000.0,AZ,Customer 160
850,2018-03-22,-607.5,AZ,Customer 160
634,2018-03-22,980.1,ID,Customer 128
851,2018-03-22,989.0999999999999,AZ,Customer 160
849,2018-03-22,3075.0,AZ,Customer 160
636,2018-03-22,3750.0,ID,Customer 128
635,2018-03-22,4050.0,ID,Customer 128
1992,2018-03-23,-20250.0,CA,Customer 404
1990,2018-03-23,10483.65,CA,Customer 404
1991,2018-03-23,101250.0,CA,Customer 404
3812,2018-03-26,18750.0,NH,Customer 716
3514,2018-03-26,393.15000000000003,GA,Customer 666
3061,2018-03-26,3750.0,LA,Customer 583
3512,2018-03-26,-375.0,GA,Customer 666
723,2018-03-26,348.59999999999997,other,Customer 136
724,2018-03-26,3750.0,other,Customer 136
1836,2018-03-26,348.59999999999997,FL,Customer 375
3811,2018-03-26,-937.5,NH,Customer 716
3062,2018-03-26,348.59999999999997,LA,Customer 583
3810,2018-03-26,1593.0,NH,Customer 716
725,2018-03-26,-562.5,other,Customer 136
1931,2018-03-26,643.2,NY,Customer 385
1932,2018-03-26,7500.0,NY,Customer 385
1837,2018-03-26,3750.0,FL,Customer 375
3513,2018-03-26,3750.0,GA,Customer 666
1781,2018-03-27,375.0,MT,Customer 363
3130,2018-03-27,230.39999999999998,ME,Customer 597
1780,2018-03-27,0.0,MT,Customer 363
1782,2018-03-27,421.95,MT,Customer 363
1336,2018-03-27,0.0,other,Customer 251
1337,2018-03-27,0.0,other,Customer 251
3129,2018-03-27,750.0,ME,Customer 597
2534,2018-03-27,37500.0,OR,Customer 485
1221,2018-03-27,18750.0,CA,Customer 225
2536,2018-03-27,5823.0,OR,Customer 485
3035,2018-03-27,1469.25,CA,Customer 579
3038,2018-03-27,4050.0,CA,Customer 579
3034,2018-03-27,3225.0,CA,Customer 579
3037,2018-03-27,3000.0,CA,Customer 579
1220,2018-03-27,2410.5,CA,Customer 225
2535,2018-03-27,-3750.0,OR,Customer 485
3036,2018-03-27,-1057.5,CA,Customer 579
1089,2018-03-28,3000.0,other,Customer 195
1088,2018-03-28,1905.0,other,Customer 195
4328,2018-03-28,525.0,CA,Customer 805
4327,2018-03-28,3750.0,CA,Customer 805
1087,2018-03-28,-450.0,other,Customer 195
1388,2018-03-28,37500.0,MN,Customer 263
1389,2018-03-28,20250.0,MN,Customer 263
3526,2018-03-28,0.0,KY,Customer 669
1390,2018-03-28,3696.4500000000003,MN,Customer 263
1391,2018-03-28,-8662.5,MN,Customer 263
1753,2018-03-28,937.5,OR,Customer 356
1754,2018-03-28,282.75,OR,Customer 356
3525,2018-03-28,0.0,KY,Customer 669
3396,2018-03-28,230.39999999999998,FL,Customer 641
3397,2018-03-28,937.5,FL,Customer 641
2030,2018-03-28,3750.0,IN,Customer 412
3105,2018-03-28,0.0,CT,Customer 590
2031,2018-03-28,450.0,IN,Customer 412
3797,2018-03-28,0.0,MO,Customer 712
3796,2018-03-28,0.0,MO,Customer 712
2032,2018-03-28,4050.0,IN,Customer 412
2810,2018-03-29,575.4,VA,Customer 543
2809,2018-03-29,-933.75,VA,Customer 543
1280,2018-03-29,0.0,other,Customer 243
2808,2018-03-29,3225.0,VA,Customer 543
66,2018-03-29,4875.0,IN,Customer 12
67,2018-03-29,150.0,IN,Customer 12
2807,2018-03-29,3000.0,VA,Customer 543
1279,2018-03-29,0.0,other,Customer 243
4200,2018-04-02,3750.0,NY,Customer 788
2540,2018-04-02,-5823.0,OR,Customer 485
3012,2018-04-02,3000.0,NY,Customer 576
3011,2018-04-02,3225.0,NY,Customer 576
3010,2018-04-02,765.9000000000001,NY,Customer 576
4331,2018-04-02,657.0,FL,Customer 808
4330,2018-04-02,-900.0,FL,Customer 808
3459,2018-04-02,3186.0,MA,Customer 655
3458,2018-04-02,33750.0,MA,Customer 655
1254,2018-04-02,168.6,OK,Customer 232
3856,2018-04-02,0.0,FL,Customer 722
2539,2018-04-02,5823.0,OR,Customer 485
4199,2018-04-02,374.7,NY,Customer 788
1255,2018-04-02,937.5,OK,Customer 232
3457,2018-04-02,-1687.5,MA,Customer 655
4329,2018-04-02,6000.0,FL,Customer 808
2538,2018-04-02,-3750.0,OR,Customer 485
2541,2018-04-02,-33750.0,OR,Customer 485
2537,2018-04-02,37500.0,OR,Customer 485
897,2018-04-03,0.0,TX,Customer 170
2192,2018-04-04,-1215.0,VA,Customer 429
2193,2018-04-04,8100.0,VA,Customer 429
2194,2018-04-04,7500.0,VA,Customer 429
4313,2018-04-04,-2340.0,TS,Customer 800
2195,2018-04-04,1275.6000000000001,VA,Customer 429
1638,2018-04-04,3750.0,FL,Customer 336
1901,2018-04-04,-450.0,HI,Customer 377
1900,2018-04-04,1646.25,HI,Customer 377
4312,2018-04-04,8100.0,TS,Customer 800
1637,2018-04-04,-562.5,FL,Customer 336
1639,2018-04-04,397.34999999999997,FL,Customer 336
1686,2018-04-04,268.35,RI,Customer 342
1685,2018-04-04,375.0,RI,Customer 342
124,2018-04-04,229.8,WA,Customer 29
125,2018-04-04,375.0,WA,Customer 29
4310,2018-04-04,1347.0,TS,Customer 800
4311,2018-04-04,7500.0,TS,Customer 800
1899,2018-04-04,3000.0,HI,Customer 377
3276,2018-04-06,-1125.0,CA,Customer 618
3277,2018-04-06,7500.0,CA,Customer 618
2816,2018-04-06,421.95,NY,Customer 544
3278,2018-04-06,1380.6000000000001,CA,Customer 618
682,2018-04-06,6000.0,NV,Customer 131
681,2018-04-06,1159.8,NV,Customer 131
2817,2018-04-06,375.0,NY,Customer 544
233,2018-04-06,375.0,NC,Customer 57
2608,2018-04-06,15000.0,FL,Customer 503
2749,2018-04-06,344.40000000000003,TX,Customer 526
2748,2018-04-06,-562.5,TX,Customer 526
2607,2018-04-06,1589.3999999999999,FL,Customer 503
232,2018-04-06,328.2,NC,Customer 57
3972,2018-04-06,18000.0,FL,Customer 741
2818,2018-04-06,179.1,NY,Customer 544
3973,2018-04-06,2038.5,FL,Customer 741
2750,2018-04-06,3750.0,TX,Customer 526
2116,2018-04-09,22500.0,ID,Customer 419
2117,2018-04-09,4338.9,ID,Customer 419
3160,2018-04-09,4050.0,NJ,Customer 598
3719,2018-04-09,0.0,CA,Customer 699
3765,2018-04-09,540.9000000000001,CA,Customer 710
3764,2018-04-09,3750.0,CA,Customer 710
2572,2018-04-09,140.39999999999998,NY,Customer 492
3161,2018-04-09,292.34999999999997,NJ,Customer 598
2573,2018-04-09,375.0,NY,Customer 492
2115,2018-04-09,12150.0,ID,Customer 419
908,2018-04-10,805.5,other,
909,2018-04-10,6000.0,other,
3133,2018-04-10,4050.0,ME,Customer 597
866,2018-04-10,352.04999999999995,FL,Customer 162
1994,2018-04-10,9898.65,CA,Customer 404
867,2018-04-10,3000.0,FL,Customer 162
1993,2018-04-10,90000.0,CA,Customer 404
1424,2018-04-10,367.34999999999997,IA,Customer 277
1423,2018-04-10,4050.0,IA,Customer 277
1995,2018-04-10,-9000.0,CA,Customer 404
3131,2018-04-10,697.1999999999999,ME,Customer 597
2138,2018-04-10,3000.0,MA,Customer 424
2139,2018-04-10,4050.0,MA,Customer 424
3132,2018-04-10,3000.0,ME,Customer 597
2140,2018-04-10,749.4,MA,Customer 424
1712,2018-04-11,301.65,PA,Customer 345
2271,2018-04-11,732.3,CT,Customer 447
2270,2018-04-11,6000.0,CT,Customer 447
4284,2018-04-11,-3984.0000000000005,DC,Customer 798
4285,2018-04-11,12150.0,DC,Customer 798
4286,2018-04-11,1791.0,DC,Customer 798
4287,2018-04-11,9000.0,DC,Customer 798
2034,2018-04-11,6000.0,IN,Customer 412
2033,2018-04-11,563.6999999999999,IN,Customer 412
4283,2018-04-11,-4302.75,DC,Customer 798
1713,2018-04-11,3000.0,PA,Customer 345
1624,2018-04-12,6000.0,ID,Customer 333
1625,2018-04-12,1065.6000000000001,ID,Customer 333
3739,2018-04-12,354.75,FL,Customer 705
971,2018-04-12,3000.0,NH,Customer 174
3740,2018-04-12,3000.0,FL,Customer 705
970,2018-04-12,366.15,NH,Customer 174
4309,2018-04-13,220.8,NY,Customer 799
4308,2018-04-13,375.0,NY,Customer 799
3975,2018-04-13,2250.0,FL,Customer 741
3974,2018-04-13,18000.0,FL,Customer 741
1923,2018-04-13,3000.0,NY,Customer 381
1924,2018-04-13,402.75,NY,Customer 381
4037,2018-04-14,750.0,MA,Customer 750
4038,2018-04-14,186.45,MA,Customer 750
3832,2018-04-16,355.5,MA,Customer 719
2399,2018-04-16,421.95,other,Customer 470
2036,2018-04-16,6000.0,IN,Customer 412
638,2018-04-16,3000.0,ID,Customer 128
1010,2018-04-16,313.35,other,
2862,2018-04-16,78000.0,ME,Customer 548
2968,2018-04-16,355.5,TX,Customer 570
3163,2018-04-16,3000.0,NJ,Customer 598
2035,2018-04-16,539.4,IN,Customer 412
3689,2018-04-16,298.35,NJ,Customer 694
3690,2018-04-16,421.95,NJ,Customer 694
2863,2018-04-16,-13612.5,ME,Customer 548
2864,2018-04-16,9675.0,ME,Customer 548
1011,2018-04-16,3000.0,other,
3833,2018-04-16,3000.0,MA,Customer 719
2400,2018-04-16,440.7,other,Customer 470
4338,2018-04-16,6000.0,MD,Customer 810
3162,2018-04-16,302.4,NJ,Customer 598
637,2018-04-16,492.45,ID,Customer 128
2969,2018-04-16,3000.0,TX,Customer 570
2402,2018-04-16,375.0,other,Customer 470
1839,2018-04-16,355.5,FL,Customer 375
3534,2018-04-16,355.5,FL,Customer 670
1421,2018-04-16,355.5,MA,Customer 276
1838,2018-04-16,3000.0,FL,Customer 375
3688,2018-04-16,375.0,NJ,Customer 694
2401,2018-04-16,796.5,other,Customer 470
2865,2018-04-16,3075.0,ME,Customer 548
4337,2018-04-16,609.6,MD,Customer 810
1420,2018-04-16,3000.0,MA,Customer 276
3535,2018-04-16,3000.0,FL,Customer 670
3134,2018-04-17,-1099.65,ME,Customer 597
2037,2018-04-17,1200.0,IN,Customer 412
2038,2018-04-17,12300.0,IN,Customer 412
294,2018-04-17,3000.0,CA,Customer 65
478,2018-04-17,3000.0,MA,Customer 87
477,2018-04-17,450.0,MA,Customer 87
293,2018-04-17,1050.0,CA,Customer 65
3977,2018-04-17,19350.0,FL,Customer 741
296,2018-04-17,3000.0,CA,Customer 65
292,2018-04-17,3225.0,CA,Customer 65
295,2018-04-17,525.0,CA,Customer 65
2924,2018-04-17,3075.0,EY,Customer 562
3976,2018-04-17,2250.0,FL,Customer 741
910,2018-04-17,750.0,other,
2925,2018-04-17,375.0,EY,Customer 562
341,2018-04-17,525.0,AZ,Customer 68
911,2018-04-17,3225.0,other,
912,2018-04-17,3075.0,other,
342,2018-04-17,3075.0,AZ,Customer 68
1572,2018-04-18,375.0,MI,Customer 326
1573,2018-04-18,178.95,MI,Customer 326
3125,2018-04-18,3116.25,OR,Customer 595
802,2018-04-18,3116.25,OX,Customer 150
3126,2018-04-18,525.0,OR,Customer 595
800,2018-04-18,3597.75,OX,Customer 150
2480,2018-04-18,450.0,TX,Customer 479
520,2018-04-18,2250.0,PA,Customer 101
801,2018-04-18,750.0,OX,Customer 150
2479,2018-04-18,3116.25,TX,Customer 479
521,2018-04-18,18697.5,PA,Customer 101
2658,2018-04-20,0.0,IL,Customer 508
2657,2018-04-20,0.0,IL,Customer 508
1997,2018-04-20,7195.5,CA,Customer 404
1998,2018-04-20,2250.0,CA,Customer 404
1996,2018-04-20,7563.0,CA,Customer 404
973,2018-04-23,3597.75,NH,Customer 174
974,2018-04-23,6232.5,NH,Customer 174
1479,2018-04-23,7195.5,NV,Customer 295
3108,2018-04-23,1650.0,CT,Customer 590
1480,2018-04-23,2250.0,NV,Customer 295
3107,2018-04-23,7195.5,CT,Customer 590
2242,2018-04-23,421.95,UT,Customer 440
2241,2018-04-23,375.0,UT,Customer 440
3106,2018-04-23,6232.5,CT,Customer 590
1481,2018-04-23,6232.5,NV,Customer 295
3858,2018-04-23,0.0,FL,Customer 722
2243,2018-04-23,196.2,UT,Customer 440
3857,2018-04-23,0.0,FL,Customer 722
1286,2018-04-23,6232.5,IL,Customer 244
1285,2018-04-23,675.0,IL,Customer 244
1715,2018-04-23,412.5,PA,Customer 345
3018,2018-04-23,6232.5,NY,Customer 576
972,2018-04-23,1237.5,NH,Customer 174
853,2018-04-23,0.0,AZ,Customer 160
733,2018-04-23,0.0,FL,Customer 138
241,2018-04-23,412.5,FL,Customer 59
2352,2018-04-23,487.5,TX,Customer 457
3015,2018-04-23,6232.5,NY,Customer 576
2353,2018-04-23,3116.25,TX,Customer 457
1714,2018-04-23,3116.25,PA,Customer 345
3014,2018-04-23,15126.0,NY,Customer 576
3013,2018-04-23,2475.0,NY,Customer 576
3328,2018-04-23,375.0,CA,Customer 629
3327,2018-04-23,232.79999999999998,CA,Customer 629
1399,2018-04-23,0.0,NV,Customer 266
2382,2018-04-23,3116.25,NM,Customer 466
1400,2018-04-23,0.0,NV,Customer 266
114,2018-04-23,1237.5,NC,Customer 25
112,2018-04-23,6232.5,NC,Customer 25
1401,2018-04-23,0.0,NV,Customer 266
3017,2018-04-23,15126.0,NY,Customer 576
242,2018-04-23,3116.25,FL,Customer 59
732,2018-04-23,0.0,FL,Customer 138
734,2018-04-23,0.0,FL,Customer 138
852,2018-04-23,0.0,AZ,Customer 160
3016,2018-04-23,2475.0,NY,Customer 576
113,2018-04-23,3375.0,NC,Customer 25
1546,2018-04-23,3075.0,other,Customer 319
1545,2018-04-23,918.9,other,Customer 319
2385,2018-04-23,565.2,NM,Customer 466
2384,2018-04-23,440.7,NM,Customer 466
2383,2018-04-23,421.95,NM,Customer 466
1547,2018-04-23,3000.0,other,Customer 319
1999,2018-04-24,-90898.65,CA,Customer 404
2609,2018-04-24,24930.0,FL,Customer 503
2610,2018-04-24,3300.0,FL,Customer 503
1675,2018-04-24,412.5,FL,Customer 339
1676,2018-04-24,3116.25,FL,Customer 339
1511,2018-04-24,412.5,VA,Customer 310
1510,2018-04-24,3116.25,VA,Customer 310
1464,2018-04-24,0.0,CA,Customer 288
1465,2018-04-24,0.0,CA,Customer 288
401,2018-04-24,3116.25,NH,Customer 80
402,2018-04-24,412.5,NH,Customer 80
2159,2018-04-25,6232.5,NY,Customer 425
2158,2018-04-25,825.0,NY,Customer 425
186,2018-04-25,412.5,PA,Customer 42
185,2018-04-25,3116.25,PA,Customer 42
2157,2018-04-25,9348.75,NY,Customer 425
2156,2018-04-25,1237.5,NY,Customer 425
2155,2018-04-25,9348.75,NY,Customer 425
1530,2018-04-25,3597.75,SC,Customer 315
3085,2018-04-25,-1007.1,CA,Customer 585
1531,2018-04-25,825.0,SC,Customer 315
1462,2018-04-25,3116.25,AN,Customer 287
4047,2018-04-25,1687.5,WA,Customer 751
4048,2018-04-25,3597.75,WA,Customer 751
2153,2018-04-25,825.0,NY,Customer 425
2152,2018-04-25,6232.5,NY,Customer 425
441,2018-04-25,1350.0,TN,Customer 86
2154,2018-04-25,1237.5,NY,Customer 425
3086,2018-04-25,3597.75,CA,Customer 585
3800,2018-04-25,0.0,MO,Customer 712
3088,2018-04-25,3116.25,CA,Customer 585
1463,2018-04-25,3597.75,AN,Customer 287
4252,2018-04-25,3597.75,FL,Customer 796
3813,2018-04-25,15581.25,NH,Customer 716
3814,2018-04-25,2062.5,NH,Customer 716
278,2018-04-25,0.0,CA,Customer 62
279,2018-04-25,10793.25,CA,Customer 62
4253,2018-04-25,1650.0,FL,Customer 796
4254,2018-04-25,9348.75,FL,Customer 796
585,2018-04-25,412.5,other,
3799,2018-04-25,0.0,MO,Customer 712
584,2018-04-25,3116.25,other,
3798,2018-04-25,0.0,MO,Customer 712
1736,2018-04-25,0.0,other,Customer 347
1127,2018-04-25,412.5,NY,Customer 207
1128,2018-04-25,3116.25,NY,Customer 207
1737,2018-04-25,0.0,other,Customer 347
785,2018-04-25,6232.5,MA,Customer 149
3087,2018-04-25,1125.0,CA,Customer 585
786,2018-04-25,975.0,MA,Customer 149
1532,2018-04-25,3116.25,SC,Customer 315
1373,2018-04-25,3116.25,DA,Customer 260
1371,2018-04-25,412.5,DA,Customer 260
1370,2018-04-25,3116.25,DA,Customer 260
2720,2018-04-25,3116.25,NJ,Customer 525
1369,2018-04-25,3116.25,DA,Customer 260
788,2018-04-25,3116.25,MA,Customer 149
2000,2018-04-25,-9000.0,CA,Customer 404
2001,2018-04-25,90000.0,CA,Customer 404
1372,2018-04-25,412.5,DA,Customer 260
2002,2018-04-25,9898.65,CA,Customer 404
790,2018-04-25,7195.5,MA,Customer 149
791,2018-04-25,3597.75,MA,Customer 149
792,2018-04-25,1462.5,MA,Customer 149
793,2018-04-25,6232.5,MA,Customer 149
1368,2018-04-25,412.5,DA,Customer 260
2699,2018-04-25,375.0,TX,Customer 522
2700,2018-04-25,224.70000000000002,TX,Customer 522
789,2018-04-25,1950.0,MA,Customer 149
4049,2018-04-25,6232.5,WA,Customer 751
1461,2018-04-25,825.0,AN,Customer 287
2722,2018-04-25,3781.5,NJ,Customer 525
440,2018-04-25,12465.0,TN,Customer 86
787,2018-04-25,3597.75,MA,Customer 149
2721,2018-04-25,825.0,NJ,Customer 525
2813,2018-04-26,1237.5,VA,Customer 543
2812,2018-04-26,3597.75,VA,Customer 543
1935,2018-04-26,15581.25,NY,Customer 385
1934,2018-04-26,2062.5,NY,Customer 385
1933,2018-04-26,-1017.9,NY,Customer 385
1118,2018-04-26,1500.0,MA,Customer 203
2723,2018-04-26,825.0,NJ,Customer 525
2724,2018-04-26,3116.25,NJ,Customer 525
1113,2018-04-26,12465.0,MA,Customer 203
2730,2018-04-26,825.0,NJ,Customer 525
639,2018-04-26,3597.75,ID,Customer 128
640,2018-04-26,1687.5,ID,Customer 128
641,2018-04-26,6232.5,ID,Customer 128
2729,2018-04-26,6232.5,NJ,Customer 525
2728,2018-04-26,3597.75,NJ,Customer 525
2726,2018-04-26,825.0,NJ,Customer 525
1117,2018-04-26,1500.0,MA,Customer 203
2725,2018-04-26,3597.75,NJ,Customer 525
1024,2018-04-26,1687.5,KY,Customer 184
2727,2018-04-26,3116.25,NJ,Customer 525
2811,2018-04-26,6232.5,VA,Customer 543
1026,2018-04-26,1687.5,KY,Customer 184
1115,2018-04-26,1875.0,MA,Customer 203
1561,2018-04-26,675.0,IL,Customer 322
1562,2018-04-26,3116.25,IL,Customer 322
1563,2018-04-26,3597.75,IL,Customer 322
1025,2018-04-26,15581.25,KY,Customer 184
1030,2018-04-26,3597.75,KY,Customer 184
1671,2018-04-26,3116.25,KY,Customer 338
1672,2018-04-26,337.5,KY,Customer 338
1027,2018-04-26,15581.25,KY,Customer 184
1028,2018-04-26,2025.0,KY,Customer 184
1114,2018-04-26,15581.25,MA,Customer 203
1029,2018-04-26,15581.25,KY,Customer 184
1116,2018-04-26,12465.0,MA,Customer 203
1842,2018-04-27,6232.5,FL,Customer 375
1845,2018-04-27,6232.5,FL,Customer 375
1841,2018-04-27,1237.5,FL,Customer 375
3065,2018-04-27,412.5,LA,Customer 583
3066,2018-04-27,3116.25,LA,Customer 583
1843,2018-04-27,825.0,FL,Customer 375
1396,2018-04-27,375.0,FL,Customer 265
2229,2018-04-27,0.0,VA,Customer 435
3067,2018-04-27,3116.25,LA,Customer 583
3068,2018-04-27,412.5,LA,Customer 583
1840,2018-04-27,9348.75,FL,Customer 375
3064,2018-04-27,3116.25,LA,Customer 583
2228,2018-04-27,0.0,VA,Customer 435
3063,2018-04-27,412.5,LA,Customer 583
1397,2018-04-27,0.0,FL,Customer 265
1844,2018-04-27,825.0,FL,Customer 375
2326,2018-04-27,337.5,IN,Customer 454
2388,2018-04-27,562.5,NM,Customer 466
2391,2018-04-27,562.5,NM,Customer 466
2390,2018-04-27,562.5,NM,Customer 466
2389,2018-04-27,3116.25,NM,Customer 466
2387,2018-04-27,3116.25,NM,Customer 466
2386,2018-04-27,3116.25,NM,Customer 466
2323,2018-04-27,3116.25,IN,Customer 454
2324,2018-04-27,337.5,IN,Customer 454
1053,2018-04-27,24930.0,ID,Customer 193
1627,2018-04-27,5062.5,ID,Customer 333
1626,2018-04-27,28046.25,ID,Customer 333
83,2018-04-27,412.5,MD,Customer 17
82,2018-04-27,3116.25,MD,Customer 17
1052,2018-04-27,4500.0,ID,Customer 193
1051,2018-04-27,4500.0,ID,Customer 193
1050,2018-04-27,12465.0,ID,Customer 193
1049,2018-04-27,2250.0,ID,Customer 193
1048,2018-04-27,24930.0,ID,Customer 193
3925,2018-04-27,3116.25,NY,Customer 738
3926,2018-04-27,412.5,NY,Customer 738
2325,2018-04-27,3116.25,IN,Customer 454
2328,2018-04-27,337.5,IN,Customer 454
2322,2018-04-27,3116.25,IN,Customer 454
2321,2018-04-27,337.5,IN,Customer 454
2327,2018-04-27,3116.25,IN,Customer 454
1903,2018-04-30,825.0,RI,Customer 378
4051,2018-04-30,5625.0,WA,Customer 751
4052,2018-04-30,7195.5,WA,Customer 751
4053,2018-04-30,7195.5,WA,Customer 751
2484,2018-04-30,6232.5,TX,Customer 479
3039,2018-04-30,3597.75,CA,Customer 579
3042,2018-04-30,3116.25,CA,Customer 579
1904,2018-04-30,3116.25,RI,Customer 378
3040,2018-04-30,3781.5,CA,Customer 579
3041,2018-04-30,1687.5,CA,Customer 579
3816,2018-04-30,5118.75,NH,Customer 716
3815,2018-04-30,46743.75,NH,Customer 716
4050,2018-04-30,24930.0,WA,Customer 751
2077,2018-04-30,3116.25,other,Customer 415
2485,2018-04-30,1950.0,TX,Customer 479
4054,2018-04-30,24930.0,WA,Customer 751
4055,2018-04-30,5625.0,WA,Customer 751
4056,2018-04-30,7195.5,WA,Customer 751
4057,2018-04-30,24930.0,WA,Customer 751
2486,2018-04-30,7195.5,TX,Customer 479
2487,2018-04-30,1950.0,TX,Customer 479
2488,2018-04-30,6232.5,TX,Customer 479
2489,2018-04-30,7195.5,TX,Customer 479
4058,2018-04-30,5625.0,WA,Customer 751
2492,2018-04-30,7195.5,TX,Customer 479
2076,2018-04-30,412.5,other,Customer 415
1902,2018-04-30,3597.75,RI,Customer 378
2491,2018-04-30,6232.5,TX,Customer 479
2482,2018-04-30,1950.0,TX,Customer 479
504,2018-04-30,3597.75,VA,Customer 94
2490,2018-04-30,1950.0,TX,Customer 479
1661,2018-04-30,12465.0,MD,Customer 337
1662,2018-04-30,1542.0,MD,Customer 337
1223,2018-04-30,15581.25,CA,Customer 225
1224,2018-04-30,2812.5,CA,Customer 225
1222,2018-04-30,2812.5,CA,Customer 225
503,2018-04-30,412.5,VA,Customer 94
2651,2018-04-30,6232.5,CO,Customer 507
1225,2018-04-30,2812.5,CA,Customer 225
1226,2018-04-30,15581.25,CA,Customer 225
1227,2018-04-30,15581.25,CA,Customer 225
2481,2018-04-30,6232.5,TX,Customer 479
2650,2018-04-30,412.5,CO,Customer 507
2483,2018-04-30,7195.5,TX,Customer 479
2027,2018-05-01,3597.75,LA,Customer 410
4072,2018-05-01,1125.0,AZ,Customer 753
2025,2018-05-01,3116.25,LA,Customer 410
4070,2018-05-01,3116.25,AZ,Customer 753
2026,2018-05-01,825.0,LA,Customer 410
